order_id,customer_id,order_date,payment_method,status
O024856,C04507,2025-04-08,Debit Card,Delivered
O024857,C02055,2025-10-03,UPI,Delivered
O024858,C03173,2025-03-02,Debit Card,Returned
O024859,C04596,2025-08-31,COD,Delivered
O024860,C00230,2025-01-09,UPI,Delivered
O024861,C01793,2025-12-23,Net Banking,Delivered
O024862,C00657,2025-09-29,UPI,Delivered
O024863,C00274,2025-09-17,UPI,Delivered
O024864,C03633,2025-02-01,UPI,Cancelled
O024865,C00922,2025-12-06,UPI,Delivered
O024866,C01348,2025-04-03,UPI,Delivered
O024867,C03717,2025-05-08,Debit Card,Delivered
O024868,C01598,2025-08-25,Debit Card,Delivered
O024869,C00073,2025-01-17,COD,Cancelled
O024870,C02266,2025-02-10,UPI,Delivered
O024871,C03662,2025-10-28,UPI,Delivered
O024872,C02294,2025-09-29,COD,Delivered
O024873,C02738,2025-10-03,Credit Card,Cancelled
O024874,C04009,2025-02-11,Credit Card,Delivered
O024875,C04590,2025-09-23,Debit Card,Delivered
O024876,C02880,2025-02-21,Credit Card,Delivered
O024877,C00564,2025-07-07,UPI,Delivered
O024878,C04645,2025-05-31,COD,Delivered
O024879,C04162,2025-09-01,UPI,Delivered
O024880,C04072,2025-10-16,Credit Card,Cancelled
O024881,C01116,2025-05-07,UPI,Delivered
O024882,C01208,2025-07-24,UPI,Delivered
O024883,C03863,2025-11-02,UPI,Delivered
O024884,C02247,2025-12-23,COD,Delivered
O024885,C04840,2025-04-10,UPI,Cancelled
O024886,C00372,2025-12-10,Net Banking,Delivered
O024887,C02360,2025-03-20,Credit Card,Delivered
O024888,C03448,2025-07-02,UPI,Delivered
O024889,C00420,2025-04-08,Credit Card,Cancelled
O024890,C00897,2025-03-09,UPI,Delivered
O024891,C03332,2025-11-30,UPI,Delivered
O024892,C02147,2025-01-28,UPI,Delivered
O024893,C04255,2025-01-29,COD,Cancelled
O024894,C01021,2025-12-04,Debit Card,Delivered
O024895,C00427,2025-05-02,Net Banking,Delivered
O024896,C03307,2025-07-31,Credit Card,Delivered
O024897,C00395,2025-06-25,UPI,Delivered
O024898,C01056,2025-04-15,Credit Card,Cancelled
O024899,C03439,2025-03-13,Credit Card,Delivered
O024900,C03846,2025-04-20,UPI,Delivered
O024901,C02652,2025-04-23,Debit Card,Delivered
O024902,C00882,2025-08-20,Net Banking,Delivered
O024903,C00283,2025-02-12,Credit Card,Delivered
O024904,C01100,2025-09-22,Credit Card,Delivered
O024905,C03085,2025-10-23,Debit Card,Delivered
O024906,C00351,2025-02-15,Credit Card,Delivered
O024907,C00547,2025-02-27,UPI,Delivered
O024908,C04062,2025-08-13,UPI,Delivered
O024909,C00804,2025-05-20,COD,Returned
O024910,C00661,2025-04-11,UPI,Cancelled
O024911,C03184,2025-10-08,UPI,Delivered
O024912,C02359,2025-08-26,Net Banking,Delivered
O024913,C03227,2025-03-30,UPI,Delivered
O024914,C01420,2025-09-03,COD,Delivered
O024915,C01226,2025-06-28,Debit Card,Delivered
O024916,C02586,2025-08-19,UPI,Delivered
O024917,C04061,2025-04-09,UPI,Delivered
O024918,C01197,2025-08-03,UPI,Delivered
O024919,C03974,2025-07-19,UPI,Delivered
O024920,C01544,2025-09-13,Debit Card,Delivered
O024921,C03277,2025-07-14,UPI,Delivered
O024922,C01705,2025-01-24,COD,Delivered
O024923,C01423,2025-12-29,Net Banking,Delivered
O024924,C02643,2025-09-27,UPI,Delivered
O024925,C04170,2025-10-05,UPI,Delivered
O024926,C00796,2025-08-14,Credit Card,Delivered
O024927,C00485,2025-08-16,UPI,Delivered
O024928,C03225,2025-05-08,COD,Delivered
O024929,C03407,2025-01-31,Credit Card,Delivered
O024930,C04771,2025-12-07,Debit Card,Delivered
O024931,C03920,2025-09-08,Credit Card,Delivered
O024932,C01061,2025-02-27,Net Banking,Delivered
O024933,C04763,2025-11-21,UPI,Delivered
O024934,C02821,2025-05-27,Debit Card,Delivered
O024935,C04027,2025-04-16,Debit Card,Delivered
O024936,C02754,2025-03-26,UPI,Delivered
O024937,C01896,2025-01-02,UPI,Delivered
O024938,C04977,2025-10-30,Debit Card,Delivered
O024939,C00757,2025-02-22,UPI,Delivered
O024940,C01663,2025-08-10,Credit Card,Delivered
O024941,C03068,2025-01-25,COD,Cancelled
O024942,C03579,2025-02-04,Net Banking,Returned
O024943,C02934,2025-06-06,Credit Card,Cancelled
O024944,C01504,2025-12-09,UPI,Delivered
O024945,C00828,2025-05-25,Credit Card,Cancelled
O024946,C03520,2025-12-02,Debit Card,Delivered
O024947,C01568,2025-10-05,Credit Card,Delivered
O024948,C02448,2025-10-21,UPI,Cancelled
O024949,C03949,2025-12-09,UPI,Delivered
O024950,C01239,2025-10-04,Debit Card,Delivered
O024951,C02170,2025-06-28,Debit Card,Delivered
O024952,C03909,2025-10-07,Credit Card,Returned
O024953,C02375,2025-12-18,COD,Delivered
O024954,C00674,2025-10-28,COD,Delivered
O024955,C02290,2025-07-16,UPI,Cancelled
O024956,C00970,2025-08-13,UPI,Delivered
O024957,C00632,2025-02-16,COD,Delivered
O024958,C01622,2025-07-04,UPI,Delivered
O024959,C04373,2025-06-11,COD,Delivered
O024960,C02963,2025-05-11,UPI,Delivered
O024961,C04010,2025-10-22,UPI,Delivered
O024962,C03885,2025-04-02,Credit Card,Delivered
O024963,C01369,2025-03-16,COD,Delivered
O024964,C04779,2025-05-18,Debit Card,Cancelled
O024965,C03923,2025-06-17,Credit Card,Delivered
O024966,C00374,2025-09-15,Debit Card,Delivered
O024967,C01503,2025-08-26,Credit Card,Delivered
O024968,C01218,2025-02-14,UPI,Delivered
O024969,C01132,2025-11-05,Credit Card,Delivered
O024970,C01668,2025-05-17,UPI,Delivered
O024971,C00756,2025-04-13,Debit Card,Delivered
O024972,C03183,2025-05-09,UPI,Cancelled
O024973,C01920,2025-06-10,Credit Card,Delivered
O024974,C01330,2025-02-07,UPI,Delivered
O024975,C00343,2025-02-26,UPI,Delivered
O024976,C03375,2025-06-10,UPI,Delivered
O024977,C00017,2025-06-25,UPI,Delivered
O024978,C03926,2025-09-16,Net Banking,Delivered
O024979,C02616,2025-10-15,UPI,Delivered
O024980,C01724,2025-11-20,Debit Card,Delivered
O024981,C03255,2025-05-25,Credit Card,Delivered
O024982,C04359,2025-03-09,UPI,Delivered
O024983,C04377,2025-12-06,UPI,Delivered
O024984,C00499,2025-09-25,Credit Card,Delivered
O024985,C01373,2025-08-06,Credit Card,Delivered
O024986,C03375,2025-10-28,UPI,Delivered
O024987,C04269,2025-06-13,COD,Delivered
O024988,C02461,2025-12-02,UPI,Delivered
O024989,C02531,2025-06-28,Net Banking,Delivered
O024990,C02183,2025-02-17,Net Banking,Delivered
O024991,C00159,2025-07-13,COD,Delivered
O024992,C00621,2025-10-16,UPI,Delivered
O024993,C00242,2025-07-25,Credit Card,Delivered
O024994,C03260,2025-03-25,UPI,Delivered
O024995,C03256,2025-04-11,Debit Card,Returned
O024996,C02654,2025-06-04,UPI,Delivered
O024997,C02237,2025-02-16,UPI,Delivered
O024998,C03660,2025-08-22,UPI,Delivered
O024999,C04544,2025-12-07,COD,Cancelled
O025000,C00266,2025-10-26,UPI,Delivered
O025001,C01434,2025-12-02,UPI,Delivered
O025002,C01093,2025-05-27,Debit Card,Delivered
O025003,C04695,2025-07-15,UPI,Delivered
O025004,C03401,2025-01-22,Credit Card,Delivered
O025005,C02302,2025-07-13,Debit Card,Delivered
O025006,C02853,2025-12-30,UPI,Delivered
O025007,C00926,2025-12-20,UPI,Delivered
O025008,C03586,2025-10-01,UPI,Cancelled
O025009,C02244,2025-07-27,Debit Card,Delivered
O025010,C01886,2025-10-02,COD,Delivered
O025011,C04746,2025-08-05,UPI,Delivered
O025012,C03615,2025-01-27,Credit Card,Delivered
O025013,C03590,2025-01-15,UPI,Delivered
O025014,C03786,2025-06-08,UPI,Delivered
O025015,C00898,2025-08-02,Credit Card,Delivered
O025016,C03576,2025-12-17,Debit Card,Delivered
O025017,C01417,2025-06-13,Credit Card,Delivered
O025018,C04689,2025-05-07,Debit Card,Delivered
O025019,C01872,2025-11-26,UPI,Delivered
O025020,C02384,2025-02-27,Net Banking,Delivered
O025021,C03643,2025-05-27,COD,Cancelled
O025022,C04828,2025-09-13,Credit Card,Cancelled
O025023,C04749,2025-04-20,UPI,Delivered
O025024,C00262,2025-02-18,Credit Card,Delivered
O025025,C01471,2025-07-01,Credit Card,Cancelled
O025026,C01211,2025-03-02,Net Banking,Delivered
O025027,C04839,2025-08-23,Net Banking,Returned
O025028,C03674,2025-08-30,UPI,Delivered
O025029,C00942,2025-05-10,Credit Card,Delivered
O025030,C02294,2025-11-27,Debit Card,Delivered
O025031,C04753,2025-09-21,Credit Card,Delivered
O025032,C04479,2025-07-27,Debit Card,Delivered
O025033,C04006,2025-05-22,COD,Delivered
O025034,C01758,2025-01-22,Net Banking,Delivered
O025035,C02625,2025-01-17,UPI,Delivered
O025036,C03433,2025-12-29,Credit Card,Delivered
O025037,C00848,2025-11-15,Credit Card,Delivered
O025038,C03289,2025-05-02,Credit Card,Delivered
O025039,C04720,2025-10-09,UPI,Delivered
O025040,C01006,2025-08-15,COD,Delivered
O025041,C02810,2025-10-28,COD,Delivered
O025042,C01111,2025-10-13,UPI,Delivered
O025043,C00290,2025-04-26,COD,Delivered
O025044,C00912,2025-05-29,Credit Card,Delivered
O025045,C01381,2025-06-19,Credit Card,Delivered
O025046,C01648,2025-03-31,UPI,Delivered
O025047,C04037,2025-04-29,UPI,Delivered
O025048,C03825,2025-07-03,UPI,Delivered
O025049,C04010,2025-09-21,COD,Delivered
O025050,C01292,2025-08-15,Credit Card,Delivered
O025051,C03013,2025-04-03,COD,Returned
O025052,C01623,2025-04-27,Credit Card,Delivered
O025053,C04680,2025-11-08,UPI,Delivered
O025054,C04075,2025-11-14,UPI,Delivered
O025055,C01763,2025-05-01,UPI,Delivered
O025056,C03200,2025-11-13,Debit Card,Delivered
O025057,C02128,2025-05-18,Debit Card,Cancelled
O025058,C04180,2025-08-19,UPI,Delivered
O025059,C01438,2025-11-02,UPI,Delivered
O025060,C03890,2025-05-28,COD,Delivered
O025061,C02551,2025-10-11,UPI,Delivered
O025062,C02571,2025-05-22,UPI,Delivered
O025063,C00357,2025-11-28,UPI,Delivered
O025064,C00161,2025-01-08,Credit Card,Delivered
O025065,C03067,2025-01-05,COD,Cancelled
O025066,C01923,2025-09-14,COD,Delivered
O025067,C01521,2025-11-25,UPI,Delivered
O025068,C03316,2025-09-03,Net Banking,Delivered
O025069,C00564,2025-08-23,COD,Delivered
O025070,C03261,2025-12-28,Net Banking,Delivered
O025071,C03992,2025-01-10,Credit Card,Cancelled
O025072,C00010,2025-08-30,UPI,Delivered
O025073,C00682,2025-11-17,COD,Delivered
O025074,C00527,2025-07-07,Credit Card,Delivered
O025075,C00677,2025-11-10,UPI,Delivered
O025076,C00193,2025-01-02,UPI,Delivered
O025077,C04923,2025-06-03,Credit Card,Delivered
O025078,C03128,2025-07-22,Credit Card,Delivered
O025079,C00488,2025-08-05,UPI,Delivered
O025080,C00286,2025-11-11,Credit Card,Delivered
O025081,C01268,2025-04-15,Credit Card,Cancelled
O025082,C00835,2025-01-01,Credit Card,Delivered
O025083,C01300,2025-09-11,Debit Card,Delivered
O025084,C01123,2025-10-14,UPI,Delivered
O025085,C03582,2025-10-21,UPI,Delivered
O025086,C03212,2025-10-05,UPI,Delivered
O025087,C02157,2025-07-13,Credit Card,Delivered
O025088,C02291,2025-09-14,UPI,Delivered
O025089,C01065,2025-09-07,Credit Card,Delivered
O025090,C03792,2025-09-05,Credit Card,Delivered
O025091,C02099,2025-03-29,UPI,Delivered
O025092,C01377,2025-09-10,UPI,Delivered
O025093,C02128,2025-06-13,UPI,Delivered
O025094,C00347,2025-06-11,Debit Card,Delivered
O025095,C01759,2025-09-22,Credit Card,Delivered
O025096,C01339,2025-04-20,UPI,Delivered
O025097,C04696,2025-12-06,Net Banking,Delivered
O025098,C04992,2025-07-26,UPI,Delivered
O025099,C02697,2025-11-15,UPI,Delivered
O025100,C04068,2025-05-12,Credit Card,Delivered
O025101,C00454,2025-05-13,UPI,Cancelled
O025102,C01310,2025-04-18,COD,Delivered
O025103,C00090,2025-06-21,COD,Delivered
O025104,C01320,2025-02-09,UPI,Delivered
O025105,C01543,2025-10-19,Credit Card,Delivered
O025106,C02504,2025-02-04,Net Banking,Delivered
O025107,C03003,2025-02-28,Debit Card,Delivered
O025108,C01163,2025-07-12,Debit Card,Delivered
O025109,C01924,2025-07-29,Credit Card,Delivered
O025110,C01789,2025-01-31,Credit Card,Delivered
O025111,C04770,2025-06-23,Debit Card,Delivered
O025112,C00445,2025-11-01,UPI,Delivered
O025113,C02481,2025-07-17,UPI,Delivered
O025114,C04141,2025-04-16,COD,Delivered
O025115,C03893,2025-10-02,COD,Delivered
O025116,C01995,2025-04-06,Debit Card,Delivered
O025117,C02751,2025-06-19,Debit Card,Delivered
O025118,C04429,2025-01-30,Debit Card,Returned
O025119,C01357,2025-10-09,Credit Card,Returned
O025120,C04064,2025-06-10,Debit Card,Delivered
O025121,C04295,2025-11-02,Credit Card,Returned
O025122,C03456,2025-04-21,UPI,Delivered
O025123,C00511,2025-07-31,UPI,Delivered
O025124,C04224,2025-07-15,UPI,Delivered
O025125,C01066,2025-04-06,UPI,Cancelled
O025126,C02561,2025-12-04,Credit Card,Cancelled
O025127,C02632,2025-05-18,UPI,Cancelled
O025128,C03599,2025-10-05,UPI,Delivered
O025129,C02885,2025-11-06,Net Banking,Delivered
O025130,C02454,2025-06-28,UPI,Delivered
O025131,C03476,2025-12-03,Net Banking,Delivered
O025132,C00506,2025-08-22,COD,Delivered
O025133,C03885,2025-09-06,UPI,Delivered
O025134,C03161,2025-05-12,Credit Card,Delivered
O025135,C03664,2025-09-06,Credit Card,Delivered
O025136,C03675,2025-10-20,UPI,Delivered
O025137,C00575,2025-03-04,UPI,Delivered
O025138,C03980,2025-11-03,Credit Card,Delivered
O025139,C04312,2025-09-14,Credit Card,Delivered
O025140,C02538,2025-09-05,Credit Card,Delivered
O025141,C02913,2025-09-21,Debit Card,Cancelled
O025142,C03883,2025-12-03,Credit Card,Delivered
O025143,C01734,2025-12-27,Net Banking,Delivered
O025144,C04786,2025-06-28,Debit Card,Delivered
O025145,C04982,2025-11-11,UPI,Delivered
O025146,C00590,2025-10-28,Net Banking,Delivered
O025147,C03977,2025-06-14,Net Banking,Delivered
O025148,C02866,2025-04-01,UPI,Delivered
O025149,C03168,2025-11-18,UPI,Returned
O025150,C02493,2025-07-11,Debit Card,Delivered
O025151,C04127,2025-10-19,UPI,Delivered
O025152,C04657,2025-03-17,Credit Card,Delivered
O025153,C00683,2025-11-02,Credit Card,Delivered
O025154,C02349,2025-04-09,Debit Card,Delivered
O025155,C02260,2025-04-05,UPI,Delivered
O025156,C01226,2025-06-30,UPI,Delivered
O025157,C04742,2025-06-03,COD,Delivered
O025158,C01241,2025-12-22,Net Banking,Delivered
O025159,C03890,2025-11-20,Credit Card,Delivered
O025160,C00454,2025-04-22,COD,Delivered
O025161,C02684,2025-06-20,UPI,Delivered
O025162,C01169,2025-09-10,UPI,Delivered
O025163,C04439,2025-12-17,Debit Card,Delivered
O025164,C00704,2025-05-02,Debit Card,Delivered
O025165,C02659,2025-07-24,Credit Card,Delivered
O025166,C00632,2025-09-02,Debit Card,Delivered
O025167,C01949,2025-05-07,COD,Delivered
O025168,C03335,2025-12-25,Debit Card,Cancelled
O025169,C00383,2025-11-11,Credit Card,Delivered
O025170,C00517,2025-02-15,Debit Card,Delivered
O025171,C02438,2025-10-23,Credit Card,Delivered
O025172,C02020,2025-08-24,Debit Card,Delivered
O025173,C02731,2025-05-21,Debit Card,Returned
O025174,C00955,2025-05-01,COD,Returned
O025175,C01897,2025-12-27,Credit Card,Delivered
O025176,C03261,2025-01-09,Debit Card,Delivered
O025177,C01170,2025-03-07,COD,Cancelled
O025178,C02190,2025-11-05,UPI,Cancelled
O025179,C01941,2025-03-22,Credit Card,Delivered
O025180,C02983,2025-09-17,Credit Card,Delivered
O025181,C04002,2025-04-15,Credit Card,Delivered
O025182,C01183,2025-04-07,Debit Card,Delivered
O025183,C00081,2025-07-09,UPI,Delivered
O025184,C01159,2025-12-14,COD,Delivered
O025185,C01095,2025-07-14,UPI,Delivered
O025186,C03713,2025-11-30,COD,Delivered
O025187,C02390,2025-03-24,COD,Delivered
O025188,C03159,2025-09-08,UPI,Delivered
O025189,C00092,2025-03-11,Credit Card,Delivered
O025190,C00191,2025-10-19,Debit Card,Delivered
O025191,C01256,2025-12-06,UPI,Delivered
O025192,C03630,2025-07-07,Credit Card,Returned
O025193,C04665,2025-05-21,Credit Card,Delivered
O025194,C02221,2025-05-20,Debit Card,Delivered
O025195,C03786,2025-03-16,Credit Card,Delivered
O025196,C01005,2025-04-10,Debit Card,Delivered
O025197,C00464,2025-05-25,UPI,Delivered
O025198,C01549,2025-06-24,Credit Card,Delivered
O025199,C01519,2025-11-05,Credit Card,Delivered
O025200,C01630,2025-08-09,UPI,Delivered
O025201,C03034,2025-11-19,UPI,Delivered
O025202,C01166,2025-01-10,Credit Card,Delivered
O025203,C04389,2025-02-15,Net Banking,Delivered
O025204,C00347,2025-12-05,Credit Card,Cancelled
O025205,C00450,2025-04-27,UPI,Delivered
O025206,C00706,2025-01-04,UPI,Delivered
O025207,C04769,2025-11-09,Debit Card,Delivered
O025208,C02946,2025-08-26,UPI,Delivered
O025209,C03042,2025-10-21,UPI,Delivered
O025210,C03328,2025-01-31,UPI,Delivered
O025211,C01531,2025-05-10,Debit Card,Delivered
O025212,C02221,2025-08-29,COD,Delivered
O025213,C03252,2025-03-22,UPI,Delivered
O025214,C02902,2025-01-25,COD,Delivered
O025215,C04735,2025-09-18,UPI,Delivered
O025216,C03759,2025-02-17,UPI,Delivered
O025217,C04743,2025-02-21,Credit Card,Delivered
O025218,C01165,2025-11-26,UPI,Delivered
O025219,C03955,2025-05-29,UPI,Delivered
O025220,C02716,2025-04-09,Debit Card,Delivered
O025221,C04525,2025-03-08,UPI,Delivered
O025222,C03768,2025-07-29,Credit Card,Delivered
O025223,C03548,2025-09-05,Debit Card,Delivered
O025224,C04607,2025-04-29,UPI,Delivered
O025225,C04978,2025-08-16,Net Banking,Delivered
O025226,C03971,2025-04-13,UPI,Delivered
O025227,C00278,2025-10-16,COD,Delivered
O025228,C04606,2025-08-28,Net Banking,Delivered
O025229,C03285,2025-08-20,UPI,Delivered
O025230,C04581,2025-10-17,UPI,Delivered
O025231,C04376,2025-06-03,UPI,Delivered
O025232,C03894,2025-06-19,Debit Card,Delivered
O025233,C00913,2025-06-08,Credit Card,Delivered
O025234,C03770,2025-04-23,UPI,Delivered
O025235,C03405,2025-02-20,UPI,Delivered
O025236,C00191,2025-02-05,UPI,Delivered
O025237,C01388,2025-01-13,UPI,Delivered
O025238,C01395,2025-12-07,Debit Card,Delivered
O025239,C03496,2025-08-06,COD,Delivered
O025240,C03147,2025-08-31,Credit Card,Delivered
O025241,C04325,2025-08-11,Net Banking,Delivered
O025242,C00348,2025-07-27,UPI,Cancelled
O025243,C03702,2025-09-26,UPI,Delivered
O025244,C04559,2025-08-10,UPI,Delivered
O025245,C01176,2025-10-15,UPI,Delivered
O025246,C00840,2025-01-12,UPI,Delivered
O025247,C04806,2025-07-06,Debit Card,Delivered
O025248,C03040,2025-06-18,Net Banking,Delivered
O025249,C00435,2025-10-20,Credit Card,Delivered
O025250,C00988,2025-11-20,Credit Card,Delivered
O025251,C01914,2025-04-16,UPI,Delivered
O025252,C03326,2025-06-25,Debit Card,Delivered
O025253,C03009,2025-12-15,UPI,Delivered
O025254,C00286,2025-02-10,UPI,Delivered
O025255,C04040,2025-11-08,Credit Card,Delivered
O025256,C01576,2025-11-21,UPI,Delivered
O025257,C00629,2025-09-06,COD,Delivered
O025258,C03598,2025-09-24,Credit Card,Delivered
O025259,C04652,2025-08-10,UPI,Cancelled
O025260,C04828,2025-04-23,UPI,Delivered
O025261,C04770,2025-10-11,UPI,Delivered
O025262,C00167,2025-10-05,Debit Card,Delivered
O025263,C02692,2025-07-22,COD,Delivered
O025264,C01435,2025-12-07,Debit Card,Delivered
O025265,C04394,2025-09-19,UPI,Delivered
O025266,C03211,2025-10-09,UPI,Delivered
O025267,C02934,2025-05-24,Credit Card,Delivered
O025268,C04951,2025-08-31,UPI,Delivered
O025269,C03378,2025-09-27,Credit Card,Cancelled
O025270,C00565,2025-02-04,UPI,Delivered
O025271,C01668,2025-10-25,COD,Delivered
O025272,C01351,2025-02-22,Credit Card,Cancelled
O025273,C00590,2025-12-22,Credit Card,Delivered
O025274,C02941,2025-05-30,Credit Card,Delivered
O025275,C02893,2025-01-13,Debit Card,Delivered
O025276,C00454,2025-09-24,Credit Card,Delivered
O025277,C03707,2025-04-07,Debit Card,Delivered
O025278,C03593,2025-03-27,Net Banking,Delivered
O025279,C02238,2025-11-05,Net Banking,Delivered
O025280,C00995,2025-09-22,Credit Card,Delivered
O025281,C00883,2025-03-12,Credit Card,Delivered
O025282,C00560,2025-01-17,Debit Card,Delivered
O025283,C04442,2025-07-08,Credit Card,Delivered
O025284,C00580,2025-01-10,COD,Delivered
O025285,C00860,2025-06-15,Credit Card,Delivered
O025286,C01435,2025-02-08,COD,Delivered
O025287,C02931,2025-12-11,Net Banking,Delivered
O025288,C02375,2025-08-07,UPI,Cancelled
O025289,C01337,2025-04-04,Debit Card,Delivered
O025290,C04450,2025-06-07,Debit Card,Delivered
O025291,C01015,2025-12-29,Credit Card,Delivered
O025292,C00696,2025-02-03,Debit Card,Delivered
O025293,C04618,2025-10-16,UPI,Delivered
O025294,C03016,2025-01-12,UPI,Delivered
O025295,C04352,2025-08-21,Debit Card,Delivered
O025296,C03751,2025-03-28,Credit Card,Cancelled
O025297,C03815,2025-04-03,Credit Card,Cancelled
O025298,C04881,2025-04-17,UPI,Delivered
O025299,C04178,2025-07-12,COD,Delivered
O025300,C01250,2025-01-10,UPI,Delivered
O025301,C00995,2025-05-05,Debit Card,Delivered
O025302,C01347,2025-10-02,Net Banking,Delivered
O025303,C00844,2025-10-06,Credit Card,Delivered
O025304,C00676,2025-05-08,Credit Card,Delivered
O025305,C00163,2025-12-07,Credit Card,Delivered
O025306,C04214,2025-07-04,Debit Card,Delivered
O025307,C02672,2025-12-29,Credit Card,Delivered
O025308,C00859,2025-12-21,UPI,Delivered
O025309,C00412,2025-02-28,COD,Delivered
O025310,C01850,2025-07-01,UPI,Delivered
O025311,C02515,2025-03-15,Credit Card,Delivered
O025312,C00571,2025-01-02,UPI,Delivered
O025313,C03109,2025-08-31,Net Banking,Delivered
O025314,C03176,2025-08-16,Debit Card,Delivered
O025315,C03820,2025-02-17,Debit Card,Delivered
O025316,C03622,2025-01-06,Net Banking,Delivered
O025317,C00994,2025-02-12,UPI,Delivered
O025318,C04111,2025-05-25,UPI,Delivered
O025319,C01168,2025-05-07,COD,Delivered
O025320,C00823,2025-12-01,UPI,Delivered
O025321,C04346,2025-09-03,COD,Delivered
O025322,C00388,2025-05-01,Net Banking,Returned
O025323,C02799,2025-08-20,Credit Card,Delivered
O025324,C03367,2025-07-08,UPI,Delivered
O025325,C00047,2025-10-12,UPI,Delivered
O025326,C00604,2025-08-30,UPI,Delivered
O025327,C03761,2025-03-19,Debit Card,Delivered
O025328,C01062,2025-02-27,Credit Card,Cancelled
O025329,C01086,2025-06-30,COD,Delivered
O025330,C04669,2025-03-11,Credit Card,Delivered
O025331,C00481,2025-09-22,UPI,Cancelled
O025332,C01032,2025-07-23,UPI,Delivered
O025333,C03878,2025-06-19,Credit Card,Delivered
O025334,C01130,2025-10-22,Credit Card,Delivered
O025335,C04388,2025-09-04,UPI,Delivered
O025336,C02005,2025-02-28,UPI,Delivered
O025337,C02616,2025-10-27,COD,Delivered
O025338,C03629,2025-11-17,Net Banking,Delivered
O025339,C00532,2025-01-11,UPI,Delivered
O025340,C04031,2025-12-13,Debit Card,Returned
O025341,C01899,2025-12-06,Credit Card,Delivered
O025342,C00204,2025-01-05,Debit Card,Delivered
O025343,C01737,2025-07-24,UPI,Cancelled
O025344,C00335,2025-09-02,Credit Card,Delivered
O025345,C03074,2025-09-06,Credit Card,Delivered
O025346,C01236,2025-04-15,UPI,Delivered
O025347,C03982,2025-08-30,COD,Returned
O025348,C04239,2025-09-29,UPI,Delivered
O025349,C02141,2025-01-07,UPI,Delivered
O025350,C04218,2025-08-12,Credit Card,Delivered
O025351,C00725,2025-08-05,UPI,Delivered
O025352,C00394,2025-02-13,COD,Delivered
O025353,C01464,2025-01-26,UPI,Cancelled
O025354,C04981,2025-10-19,Debit Card,Delivered
O025355,C01973,2025-06-30,UPI,Returned
O025356,C02298,2025-04-02,UPI,Returned
O025357,C02874,2025-09-25,Net Banking,Delivered
O025358,C03302,2025-12-12,Credit Card,Cancelled
O025359,C04565,2025-03-09,Debit Card,Delivered
O025360,C01891,2025-12-30,Net Banking,Delivered
O025361,C04588,2025-05-31,Credit Card,Delivered
O025362,C04561,2025-04-14,UPI,Cancelled
O025363,C01786,2025-03-29,UPI,Delivered
O025364,C02156,2025-04-05,Net Banking,Delivered
O025365,C01086,2025-10-13,Net Banking,Delivered
O025366,C02105,2025-11-15,UPI,Delivered
O025367,C00959,2025-01-03,Credit Card,Delivered
O025368,C02180,2025-07-27,Debit Card,Delivered
O025369,C01102,2025-04-12,UPI,Delivered
O025370,C04968,2025-12-14,Debit Card,Delivered
O025371,C03963,2025-06-26,Credit Card,Delivered
O025372,C00996,2025-10-31,UPI,Delivered
O025373,C01186,2025-07-18,Debit Card,Delivered
O025374,C01832,2025-01-08,UPI,Delivered
O025375,C00527,2025-09-02,UPI,Delivered
O025376,C02867,2025-10-20,Credit Card,Delivered
O025377,C01044,2025-11-23,Debit Card,Delivered
O025378,C01685,2025-06-27,Credit Card,Delivered
O025379,C01240,2025-03-23,COD,Delivered
O025380,C02058,2025-04-22,COD,Delivered
O025381,C00100,2025-12-25,UPI,Delivered
O025382,C01417,2025-01-21,UPI,Delivered
O025383,C02774,2025-02-03,COD,Cancelled
O025384,C01962,2025-09-12,Credit Card,Delivered
O025385,C00101,2025-01-27,UPI,Delivered
O025386,C03076,2025-01-08,COD,Returned
O025387,C04247,2025-01-18,Credit Card,Cancelled
O025388,C02090,2025-08-21,Net Banking,Delivered
O025389,C04054,2025-11-03,UPI,Delivered
O025390,C00962,2025-07-10,UPI,Delivered
O025391,C03701,2025-05-30,Credit Card,Delivered
O025392,C02964,2025-06-05,Debit Card,Delivered
O025393,C03946,2025-02-16,Credit Card,Returned
O025394,C03608,2025-11-08,Credit Card,Delivered
O025395,C03308,2025-05-19,UPI,Returned
O025396,C04220,2025-05-22,Credit Card,Delivered
O025397,C02561,2025-12-01,Net Banking,Delivered
O025398,C01419,2025-01-14,Debit Card,Delivered
O025399,C02719,2025-12-22,UPI,Delivered
O025400,C04626,2025-09-16,Debit Card,Delivered
O025401,C00186,2025-08-24,Debit Card,Delivered
O025402,C04599,2025-01-07,UPI,Delivered
O025403,C02833,2025-02-08,Net Banking,Delivered
O025404,C04208,2025-07-04,UPI,Delivered
O025405,C03084,2025-04-25,UPI,Delivered
O025406,C03410,2025-04-20,Net Banking,Delivered
O025407,C02028,2025-03-06,Debit Card,Delivered
O025408,C02452,2025-08-19,UPI,Delivered
O025409,C02566,2025-10-08,Debit Card,Delivered
O025410,C00352,2025-01-31,Net Banking,Delivered
O025411,C01994,2025-03-27,UPI,Delivered
O025412,C01148,2025-05-18,UPI,Delivered
O025413,C04973,2025-03-18,Net Banking,Returned
O025414,C02921,2025-05-17,Debit Card,Returned
O025415,C02575,2025-05-02,Debit Card,Delivered
O025416,C02911,2025-09-21,Credit Card,Delivered
